,Type,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Machine_failure,TWF,HDF,PWF,OSF,RNF,Failure_type
373,Low,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,NF
374,Low,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,NF
375,Low,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,NF
376,Medium,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,NF
377,Medium,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,NF
378,Low,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,NF
379,Low,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,NF
380,Low,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,PWF
381,Low,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,NF
382,Low,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,NF
383,Medium,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,NF
384,Low,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,NF
385,Medium,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,NF
386,Low,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,NF
387,Low,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,NF
388,Low,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,NF
389,Medium,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,NF
390,Low,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,NF
391,Low,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,NF
392,Medium,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,NF
393,Medium,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,NF
394,Low,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,NF
395,Low,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,NF
396,Low,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,NF
397,Medium,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,NF
398,High,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,NF
399,Low,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,NF
400,Low,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,NF
401,Low,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,NF
402,Low,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,NF
403,Low,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,NF
404,Low,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,NF
405,Low,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,NF
406,Low,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,NF
407,Medium,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,NF
408,Medium,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,NF
409,Low,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,NF
410,Medium,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,NF
411,Low,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,NF
412,Low,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,NF
413,Low,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,NF
414,Low,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,NF
415,Low,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,NF
416,Low,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,NF
417,Low,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,NF
418,Low,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,NF
419,Medium,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,NF
420,Medium,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,NF
421,Medium,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,NF
422,Low,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,NF
423,Low,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,NF
424,Low,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,NF
425,Medium,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,NF
426,Low,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,NF
427,Medium,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,NF
428,Medium,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,NF
429,Low,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,NF
430,Low,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,NF
431,Low,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,NF
432,Medium,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,NF
433,Medium,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,NF
434,Medium,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,NF
435,Low,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,NF
436,Low,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,NF
437,Low,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,NF
438,Low,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,NF
439,Medium,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,NF
440,Low,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,NF
441,High,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,NF
442,Low,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,PWF
443,High,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,NF
444,Low,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,NF
445,Low,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,NF
446,Low,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,NF
447,Medium,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,NF
448,Low,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,NF
449,Low,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,NF
450,Medium,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,NF
451,High,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,NF
452,Medium,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,NF
453,Low,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,NF
454,Low,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,NF
455,Low,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,NF
456,High,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,NF
457,Low,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,NF
458,Low,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,NF
459,Low,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,NF
460,High,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,NF
461,Low,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,NF
462,Low,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,NF
463,Low,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,PWF
464,Low,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,NF
465,Medium,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,NF
466,Low,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,NF
467,Low,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,NF
468,Low,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,NF
469,Medium,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,NF
470,High,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,NF
471,High,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,NF
472,Medium,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,NF
473,Medium,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,NF
474,Low,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,NF
475,Low,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,NF
476,Low,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,NF
477,High,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,NF
478,Low,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,NF
479,Medium,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,NF
480,Low,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,NF
481,Medium,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,NF
482,Low,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,NF
483,Low,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,NF
484,Low,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,NF
485,Medium,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,NF
486,Medium,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,NF
487,Medium,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,NF
488,Low,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,NF
489,Medium,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,NF
490,Low,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,NF
491,Low,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,NF
492,Low,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,NF
493,Low,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,NF
494,Low,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,NF
495,High,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,NF
496,Medium,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,NF
497,Low,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,NF
498,Low,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,NF
499,Low,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,NF
500,Medium,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,NF
501,Medium,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,NF
502,Low,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,NF
503,Medium,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,NF
504,Medium,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,NF
505,Low,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,NF
506,Low,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,NF
507,High,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,NF
508,Low,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,NF
509,Medium,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,NF
510,Low,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,NF
511,Low,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,NF
512,Low,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,NF
513,Low,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,NF
514,Low,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,NF
515,Low,297.5,309.2,1715,28.0,30,0,0,0,0,0,0,NF
516,Low,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,NF
517,Medium,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,NF
518,Low,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,NF
519,Medium,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,NF
520,Low,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,NF
521,Low,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,NF
522,Medium,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,NF
523,Low,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,NF
524,Low,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,NF
525,Low,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,NF
526,Low,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,NF
527,Medium,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,NF
528,Medium,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,NF
529,Low,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,NF
530,Medium,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,NF
531,Low,297.6,309.5,1549,34.9,68,0,0,0,0,0,0,NF
532,Low,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,NF
533,Low,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,NF
534,Low,297.5,309.3,1623,33.4,74,0,0,0,0,0,0,NF
535,High,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,NF
536,Low,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,NF
537,High,297.4,309.3,1516,43.0,83,0,0,0,0,0,0,NF
538,Medium,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,NF
539,Medium,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,NF
540,Low,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,NF
541,Low,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,NF
542,Low,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,NF
543,High,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,NF
544,Medium,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,NF
545,Low,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,NF
546,Low,297.5,309.4,1809,24.3,110,0,0,0,0,0,0,NF
547,Medium,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,NF
548,Low,297.4,309.3,1332,53.2,115,0,0,0,0,0,0,NF
549,Low,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,NF
550,Low,297.4,309.2,1698,29.4,119,0,0,0,0,0,0,NF
551,Low,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,NF
552,Medium,297.4,309.3,1622,35.0,123,0,0,0,0,0,0,NF
553,Medium,297.4,309.3,1564,36.0,126,0,0,0,0,0,0,NF
554,High,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,NF
555,Medium,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,NF
556,Low,297.5,309.4,1357,50.1,137,0,0,0,0,0,0,NF
557,Medium,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,NF
558,Low,297.5,309.4,1650,34.6,142,0,0,0,0,0,0,NF
559,Low,297.5,309.4,1503,40.6,144,0,0,0,0,0,0,NF
560,Low,297.5,309.4,1318,58.2,146,0,0,0,0,0,0,NF
561,Medium,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,NF
562,Low,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,NF
563,Low,297.7,309.6,1529,35.2,153,0,0,0,0,0,0,NF
564,High,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,NF
565,High,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,NF
566,Medium,297.6,309.7,1541,33.7,165,0,0,0,0,0,0,NF
567,Medium,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,NF
568,Low,297.8,309.7,1935,22.1,171,0,0,0,0,0,0,NF
569,Medium,297.7,309.6,1596,35.2,173,0,0,0,0,0,0,NF
570,Low,297.7,309.7,1498,41.0,176,0,0,0,0,0,0,NF
571,Medium,297.8,309.8,1676,29.0,178,0,0,0,0,0,0,NF
572,Low,297.8,309.9,1351,49.0,181,0,0,0,0,0,0,NF
573,Low,297.9,309.9,1472,45.0,183,0,0,0,0,0,0,NF
574,Medium,297.9,310.0,1439,41.7,185,0,0,0,0,0,0,NF
575,Medium,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,NF
576,High,297.7,309.7,1440,51.1,191,0,0,0,0,0,0,NF
577,Low,297.7,309.7,1591,37.7,196,0,0,0,0,0,0,NF
578,Low,297.8,309.8,1533,36.8,198,0,0,0,0,0,0,NF
579,Medium,297.8,309.7,1700,31.3,200,0,0,0,0,0,0,NF
580,Medium,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,NF
581,Low,297.8,309.7,1394,42.9,206,0,0,0,0,0,0,NF
582,Low,297.8,309.7,1341,49.2,208,0,0,0,0,0,0,NF
583,High,297.7,309.6,1697,32.2,210,0,0,0,0,0,0,NF
584,High,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,NF
585,Low,297.6,309.5,2001,20.5,220,0,0,0,0,0,0,NF
586,Low,297.6,309.6,1501,49.8,222,1,0,0,0,1,0,OSF
587,High,297.6,309.5,1623,33.1,224,0,0,0,0,0,0,NF
588,Low,297.6,309.4,1628,33.4,229,0,0,0,0,0,0,NF
589,Low,297.6,309.4,1491,40.2,231,0,0,0,0,0,0,NF
590,Low,297.5,309.4,1517,36.7,233,0,0,0,0,0,0,NF
591,High,297.5,309.3,1525,41.7,235,0,0,0,0,0,0,NF
592,High,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,NF
593,Low,297.5,309.6,1312,50.7,0,0,0,0,0,0,0,NF
594,High,297.6,309.6,1278,50.4,2,0,0,0,0,0,0,NF
595,Medium,297.6,309.6,1330,53.1,7,0,0,0,0,0,0,NF
596,Medium,297.6,309.6,1530,37.3,10,0,0,0,0,0,0,NF
597,High,297.6,309.6,1428,46.6,13,0,0,0,0,0,0,NF
598,Low,297.7,309.6,1480,47.9,18,0,0,0,0,0,0,NF
599,High,297.7,309.7,1616,31.1,20,0,0,0,0,0,0,NF
600,Low,297.8,309.7,1547,37.3,25,0,0,0,0,0,0,NF
601,Low,297.9,309.7,2194,16.8,27,0,0,0,0,0,0,NF
602,Low,297.9,309.8,2000,21.3,29,0,0,0,0,0,0,NF
603,Low,297.9,309.8,1336,71.6,31,1,0,0,1,0,0,PWF
604,Low,297.9,309.9,1542,33.8,33,0,0,0,0,0,0,NF
605,Medium,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,NF
606,Low,297.9,309.8,1461,50.5,38,0,0,0,0,0,0,NF
607,Medium,298.0,309.9,1565,33.9,40,0,0,0,0,0,0,NF
608,Low,298.0,309.9,1403,47.7,43,0,0,0,0,0,0,NF
609,Low,298.1,309.9,1629,32.5,45,0,0,0,0,0,0,NF
610,Low,298.1,310.0,1534,33.7,47,0,0,0,0,0,0,NF
611,Low,298.1,310.0,1553,40.9,49,0,0,0,0,0,0,NF
612,Low,298.1,309.9,1563,32.8,51,0,0,0,0,0,0,NF
613,Low,298.1,309.9,1634,30.0,53,0,0,0,0,0,0,NF
614,Medium,298.0,309.9,1445,45.2,55,0,0,0,0,0,0,NF
615,Low,298.1,309.9,1642,30.4,58,0,0,0,0,0,0,NF
616,High,298.1,309.9,1686,29.1,60,0,0,0,0,0,0,NF
617,Medium,298.1,310.0,1393,43.1,65,0,0,0,0,0,0,NF
618,High,298.2,310.0,1433,44.2,68,0,0,0,0,0,0,NF
619,Low,298.3,310.0,1507,44.7,73,0,0,0,0,0,0,NF
620,Medium,298.3,310.1,1389,49.6,75,0,0,0,0,0,0,NF
621,Low,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,NF
622,Medium,298.4,310.2,1725,32.0,80,0,0,0,0,0,0,NF
623,Low,298.4,310.1,1926,23.7,83,0,0,0,0,0,0,NF
624,High,298.3,310.1,1509,37.6,85,0,0,0,0,0,0,NF
625,Low,298.3,310.1,1545,36.3,90,0,0,0,0,0,0,NF
626,Low,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,NF
627,Low,298.4,310.1,1455,42.2,94,0,0,0,0,0,0,NF
628,Medium,298.4,310.1,1335,57.8,96,0,0,0,0,0,0,NF
629,Low,298.3,310.1,1523,45.9,99,0,0,0,0,0,0,NF
630,Low,298.3,310.0,1460,47.6,101,0,0,0,0,0,0,NF
631,Low,298.4,310.0,1554,37.3,103,0,0,0,0,0,0,NF
632,High,298.3,310.0,1419,47.1,105,0,0,0,0,0,0,NF
633,Low,298.3,310.0,1442,43.9,110,0,0,0,0,0,0,NF
634,Low,298.3,309.9,1507,41.6,112,0,0,0,0,0,0,NF
635,Low,298.3,310.0,1858,23.9,114,0,0,0,0,0,0,NF
636,Low,298.3,309.9,1463,43.9,116,0,0,0,0,0,0,NF
637,Low,298.2,309.7,1585,37.4,118,0,0,0,0,0,0,NF
638,Low,298.0,309.6,1536,37.3,120,0,0,0,0,0,0,NF
639,Low,298.0,309.6,1403,51.3,122,0,0,0,0,0,0,NF
640,Medium,297.9,309.6,1515,38.8,124,0,0,0,0,0,0,NF
641,Low,297.9,309.5,1390,47.9,127,0,0,0,0,0,0,NF
642,Medium,297.8,309.4,1226,58.7,129,0,0,0,0,0,0,NF
643,Medium,297.8,309.4,1495,36.5,132,0,0,0,0,0,0,NF
644,High,297.7,309.4,1608,30.2,135,0,0,0,0,0,0,NF
645,Low,297.7,309.4,1392,44.1,140,0,0,0,0,0,0,NF
646,Medium,297.7,309.4,1461,43.7,142,0,0,0,0,0,0,NF
647,Low,297.7,309.3,1559,36.9,145,0,0,0,0,0,0,NF
648,High,297.7,309.3,1400,48.9,147,0,0,0,0,0,0,NF
649,Medium,297.7,309.2,1732,28.8,152,0,0,0,0,0,0,NF
650,Low,297.6,309.2,1611,33.1,155,0,0,0,0,0,0,NF
651,Low,297.6,309.1,1503,38.9,157,0,0,0,0,0,0,NF
652,Low,297.7,309.2,1391,44.5,159,0,0,0,0,0,0,NF
653,Low,297.8,309.3,2015,20.1,161,0,0,0,0,0,0,NF
654,Low,297.8,309.2,1683,30.9,163,0,0,0,0,0,0,NF
655,Low,297.7,309.1,1435,38.8,165,0,0,0,0,0,0,NF
656,Medium,297.7,309.1,1732,28.1,167,0,0,0,0,0,0,NF
657,Low,297.7,309.2,1365,58.6,170,0,0,0,0,0,0,NF
658,Low,297.7,309.1,1562,36.8,172,0,0,0,0,0,0,NF
659,Low,297.6,309.1,1449,49.1,174,0,0,0,0,0,0,NF
660,Medium,297.7,309.2,1700,27.4,176,0,0,0,0,0,0,NF
661,Medium,297.6,309.0,1427,45.6,179,0,0,0,0,0,0,NF
662,Medium,297.6,308.9,1479,38.1,182,0,0,0,0,0,0,NF
663,Low,297.5,308.9,1469,44.0,185,0,0,0,0,0,0,NF
664,Low,297.5,308.9,1390,47.4,187,0,0,0,0,0,0,NF
665,Low,297.5,308.9,1729,28.1,189,0,0,0,0,0,0,NF
666,Low,297.5,309.0,1470,43.5,191,0,0,0,0,0,0,NF
667,Low,297.5,308.9,1459,48.5,193,0,0,0,0,0,0,NF
668,Low,297.5,308.9,1738,24.0,195,0,0,0,0,0,0,NF
669,High,297.5,308.9,1471,37.7,197,0,0,0,0,0,0,NF
670,Low,297.6,309.0,1822,25.4,202,0,0,0,0,0,0,NF
671,Low,297.5,308.9,1554,34.8,204,0,0,0,0,0,0,NF
672,Medium,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,NF
673,Low,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,NF
674,Low,297.8,309.0,1456,41.2,0,0,0,0,0,0,0,NF
675,Medium,297.8,309.1,1424,45.5,2,0,0,0,0,0,0,NF
676,High,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,NF
677,Low,297.9,309.2,1478,39.7,10,0,0,0,0,0,0,NF
678,Medium,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,NF
679,Low,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,NF
680,Medium,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,NF
681,Medium,297.7,309.0,1656,33.2,20,0,0,0,0,0,0,NF
682,High,297.8,309.0,1410,48.8,23,0,0,0,0,0,0,NF
683,Low,297.7,309.0,1874,24.4,28,0,0,0,0,0,0,NF
684,Low,297.7,309.0,1538,43.2,30,0,0,0,0,0,0,NF
685,Medium,297.7,309.0,1636,29.7,32,0,0,0,0,0,0,NF
686,Medium,297.7,309.0,1504,40.4,35,0,0,0,0,0,0,NF
687,Medium,297.7,309.0,1531,42.4,38,0,0,0,0,0,0,NF
688,High,297.6,309.0,1735,26.4,41,0,0,0,0,0,0,NF
689,High,297.6,309.0,1354,55.6,46,0,0,0,0,0,0,NF
690,High,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,NF
691,Low,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,NF
692,Low,297.7,309.1,1479,42.1,58,0,0,0,0,0,0,NF
693,Low,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,NF
694,Low,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,NF
695,Low,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,NF
696,Medium,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,NF
697,Medium,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,NF
698,Low,297.6,308.8,1539,40.2,72,0,0,0,0,0,0,NF
699,High,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,NF
700,Medium,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,NF
701,Low,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,NF
702,Medium,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,NF
703,High,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,NF
704,Low,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,NF
705,Low,297.7,309.0,1507,38.2,94,0,0,0,0,0,0,NF
706,Medium,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,NF
707,Low,297.7,308.9,1838,27.3,99,0,0,0,0,0,0,NF
708,Medium,297.6,308.8,1416,45.9,101,0,0,0,0,0,0,NF
709,Medium,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,NF
710,Medium,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,NF
711,Low,297.5,308.7,1443,46.2,110,0,0,0,0,0,0,NF
712,Low,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,NF
713,Low,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,NF
714,Low,297.4,308.6,1609,36.2,116,0,0,0,0,0,0,NF
715,Low,297.4,308.6,1324,59.1,118,0,0,0,0,0,0,NF
716,High,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,NF
717,Low,297.4,308.7,1545,36.9,125,0,0,0,0,0,0,NF
718,Low,297.5,308.8,1477,39.0,127,0,0,0,0,0,0,NF
719,Low,297.4,308.8,1447,58.1,129,0,0,0,0,0,0,NF
720,Low,297.4,308.9,1809,23.8,131,0,0,0,0,0,0,NF
721,Low,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,NF
722,Low,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,NF
723,Medium,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,NF
724,Low,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,NF
725,Low,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,NF
726,Medium,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,NF
727,High,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,NF
728,Medium,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,NF
729,Low,297.3,308.6,1586,37.7,155,0,0,0,0,0,0,NF
730,Medium,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,NF
731,Medium,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,NF
732,Low,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,NF
733,Medium,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,NF
734,High,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,NF
735,Low,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,NF
736,Low,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,NF
737,High,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,NF
738,Low,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,NF
739,Low,296.9,308.4,1390,41.8,184,0,0,0,0,0,0,NF
740,Medium,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,NF
741,Low,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,NF
742,Low,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,NF
743,Low,296.8,308.2,1361,53.8,193,0,0,0,0,0,0,NF
744,Low,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,NF
745,Low,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,NF
746,Low,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,OSF
